Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
-----------------------------------------------
                0.00    0.00      19/19          void std::tr1::__shared_ptr<ModuleData, (__gnu_cxx::_Lock_policy)2>::reset<ModuleData>(ModuleData*) [1449]
[1450]   0.0    0.00    0.00      19         std::tr1::__shared_ptr<ModuleData, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<ModuleData>(ModuleData*) [1450]
                0.00    0.00      19/20          std::tr1::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<ModuleData*>(ModuleData*) [1439]
                0.00    0.00      19/231         void std::tr1::__enable_shared_from_this_helper<(__gnu_cxx::_Lock_policy)2>(std::tr1::__shared_count<(__gnu_cxx::_Lock_policy)2> const&, ...) [593]
-----------------------------------------------
                0.00    0.00      19/19          void std::tr1::__shared_ptr<ModuleData, (__gnu_cxx::_Lock_policy)2>::reset<ModuleData>(ModuleData*) [1449]
[1451]   0.0    0.00    0.00      19         std::tr1::__shared_ptr<ModuleData, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr() [1451]
                0.00    0.00      19/507         std::tr1::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count() <cycle 1> [443]
-----------------------------------------------
                0.00    0.00      19/19          std::tr1::shared_ptr<ModuleData const>* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::tr1::shared_ptr<ModuleData const> const*, std::vector<std::tr1::shared_ptr<ModuleData const>, std::allocator<std::tr1::shared_ptr<ModuleData const> > > >, std::tr1::shared_ptr<ModuleData const>*, std::tr1::shared_ptr<ModuleData const> >(__gnu_cxx::__normal_iterator<std::tr1::shared_ptr<ModuleData const> const*, std::vector<std::tr1::shared_ptr<ModuleData const>, std::allocator<std::tr1::shared_ptr<ModuleData const> > > >, __gnu_cxx::__normal_iterator<std::tr1::shared_ptr<ModuleData const> const*, std::vector<std::tr1::shared_ptr<ModuleData const>, std::allocator<std::tr1::shared_ptr<ModuleData const> > > >, std::tr1::shared_ptr<ModuleData const>*, std::allocator<std::tr1::shared_ptr<ModuleData const> >&) [1453]
[1452]   0.0    0.00    0.00      19         std::tr1::shared_ptr<ModuleData const>* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::tr1::shared_ptr<ModuleData const> const*, std::vector<std::tr1::shared_ptr<ModuleData const>, std::allocator<std::tr1::shared_ptr<ModuleData const> > > >, std::tr1::shared_ptr<ModuleData const>*>(__gnu_cxx::__normal_iterator<std::tr1::shared_ptr<ModuleData const> const*, std::vector<std::tr1::shared_ptr<ModuleData const>, std::allocator<std::tr1::shared_ptr<ModuleData const> > > >, __gnu_cxx::__normal_iterator<std::tr1::shared_ptr<ModuleData const> const*, std::vector<std::tr1::shared_ptr<ModuleData const>, std::allocator<std::tr1::shared_ptr<ModuleData const> > > >, std::tr1::shared_ptr<ModuleData const>*) [1452]
                0.00    0.00      19/19          std::tr1::shared_ptr<ModuleData const>* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::tr1::shared_ptr<ModuleData const> const*, std::vector<std::tr1::shared_ptr<ModuleData const>, std::allocator<std::tr1::shared_ptr<ModuleData const> > > >, std::tr1::shared_ptr<ModuleData const>*>(__gnu_cxx::__normal_iterator<std::tr1::shared_ptr<ModuleData const> const*, std::vector<std::tr1::shared_ptr<ModuleData const>, std::allocator<std::tr1::shared_ptr<ModuleData const> > > >, __gnu_cxx::__normal_iterator<std::tr1::shared_ptr<ModuleData const> const*, std::vector<std::tr1::shared_ptr<ModuleData const>, std::allocator<std::tr1::shared_ptr<ModuleData const> > > >, std::tr1::shared_ptr<ModuleData const>*) [1447]
-----------------------------------------------
                0.00    0.00       4/19          std::tr1::shared_ptr<ModuleData const>* std::vector<std::tr1::shared_ptr<ModuleData const>, std::allocator<std::tr1::shared_ptr<ModuleData const> > >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<std::tr1::shared_ptr<ModuleData const> const*, std::vector<std::tr1::shared_ptr<ModuleData const>, std::allocator<std::tr1::shared_ptr<ModuleData const> > > > >(unsigned int, __gnu_cxx::__normal_iterator<std::tr1::shared_ptr<ModuleData const> const*, std::vector<std::tr1::shared_ptr<ModuleData const>, std::allocator<std::tr1::shared_ptr<ModuleData const> > > >, __gnu_cxx::__normal_iterator<std::tr1::shared_ptr<ModuleData const> const*, std::vector<std::tr1::shared_ptr<ModuleData const>, std::allocator<std::tr1::shared_ptr<ModuleData const> > > >) [2362]
                0.00    0.00      15/19          std::vector<std::tr1::shared_ptr<ModuleData const>, std::allocator<std::tr1::shared_ptr<ModuleData const> > >::vector(std::vector<std::tr1::shared_ptr<ModuleData const>, std::allocator<std::tr1::shared_ptr<ModuleData const> > > const&) [1635]
[1453]   0.0    0.00    0.00      19         std::tr1::shared_ptr<ModuleData const>* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::tr1::shared_ptr<ModuleData const> const*, std::vector<std::tr1::shared_ptr<ModuleData const>, std::allocator<std::tr1::shared_ptr<ModuleData const> > > >, std::tr1::shared_ptr<ModuleData const>*, std::tr1::shared_ptr<ModuleData const> >(__gnu_cxx::__normal_iterator<std::tr1::shared_ptr<ModuleData const> const*, std::vector<std::tr1::shared_ptr<ModuleData const>, std::allocator<std::tr1::shared_ptr<ModuleData const> > > >, __gnu_cxx::__normal_iterator<std::tr1::shared_ptr<ModuleData const> const*, std::vector<std::tr1::shared_ptr<ModuleData const>, std::allocator<std::tr1::shared_ptr<ModuleData const> > > >, std::tr1::shared_ptr<ModuleData const>*, std::allocator<std::tr1::shared_ptr<ModuleData const> >&) [1453]
                0.00    0.00      19/19          std::tr1::shared_ptr<ModuleData const>* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::tr1::shared_ptr<ModuleData const> const*, std::vector<std::tr1::shared_ptr<ModuleData const>, std::allocator<std::tr1::shared_ptr<ModuleData const> > > >, std::tr1::shared_ptr<ModuleData const>*>(__gnu_cxx::__normal_iterator<std::tr1::shared_ptr<ModuleData const> const*, std::vector<std::tr1::shared_ptr<ModuleData const>, std::allocator<std::tr1::shared_ptr<ModuleData const> > > >, __gnu_cxx::__normal_iterator<std::tr1::shared_ptr<ModuleData const> const*, std::vector<std::tr1::shared_ptr<ModuleData const>, std::allocator<std::tr1::shared_ptr<ModuleData const> > > >, std::tr1::shared_ptr<ModuleData const>*) [1452]
-----------------------------------------------
                0.00    0.00      19/19          std::tr1::__shared_ptr<ModuleData, (__gnu_cxx::_Lock_policy)2>::swap(std::tr1::__shared_ptr<ModuleData, (__gnu_cxx::_Lock_policy)2>&) [1448]
[1454]   0.0    0.00    0.00      19         void std::swap<ModuleData*>(ModuleData*&, ModuleData*&) [1454]
                0.00    0.00      57/57          std::remove_reference<ModuleData*&>::type&& std::move<ModuleData*&>(ModuleData*&) [1064]
-----------------------------------------------
                0.00    0.00       3/19          void std::vector<std::tr1::shared_ptr<Controller>, std::allocator<std::tr1::shared_ptr<Controller> > >::_M_emplace_back_aux<std::tr1::shared_ptr<Controller> >(std::tr1::shared_ptr<Controller>&&) [2471]
                0.00    0.00       4/19          _ZN9__gnu_cxx13new_allocatorINSt3tr110shared_ptrI10ControllerEEE9constructIS4_IS4_EEEvPT_DpOT0_ [2246]
                0.00    0.00       4/19          _ZNSt16allocator_traitsISaINSt3tr110shared_ptrI10ControllerEEEE12_S_constructIS3_IS3_EEENSt9enable_ifIXsrSt6__and_IINS5_18__construct_helperIT_IDpT0_EE4typeEEE5valueEvE4typeERS4_PSA_DpOSB_ [2319]
                0.00    0.00       4/19          _ZNSt16allocator_traitsISaINSt3tr110shared_ptrI10ControllerEEEE9constructIS3_IS3_EEEDTcl12_S_constructfp_fp0_spcl7forwardIT0_Efp1_EEERS4_PT_DpOS7_ [2320]
                0.00    0.00       4/19          void std::vector<std::tr1::shared_ptr<Controller>, std::allocator<std::tr1::shared_ptr<Controller> > >::emplace_back<std::tr1::shared_ptr<Controller> >(std::tr1::shared_ptr<Controller>&&) [2359]
[1455]   0.0    0.00    0.00      19         std::tr1::shared_ptr<Controller>&& std::forward<std::tr1::shared_ptr<Controller> >(std::remove_reference<std::tr1::shared_ptr<Controller> >::type&) [1455]
-----------------------------------------------
                0.00    0.00      19/19          void std::_Destroy_aux<false>::__destroy<Courier*>(Courier*, Courier*) [728]
[1456]   0.0    0.00    0.00      19         void std::_Destroy<Courier>(Courier*) [1456]
                0.00    0.00      19/24          Courier::~Courier() [1369]
-----------------------------------------------
                0.00    0.00       1/18          _fu23___ZSt4cout [5963]
                0.00    0.00      17/18          IOManager::f_send(Message const&) [103]
[1457]   0.0    0.00    0.00      18         IOComponent::recieve(std::string const&, sf::Packet const&) [1457]
                0.00    0.00      18/565         sf::Packet::Packet(sf::Packet const&) [479]
                0.00    0.00      18/18          std::function<void (std::string, sf::Packet)>::operator()(std::string, sf::Packet) const [1476]
-----------------------------------------------
                0.00    0.00       1/18          ModuleData::ModuleData() [2651]
                0.00    0.00      17/18          ModuleData::ModuleData() [1509]
[1458]   0.0    0.00    0.00      18         FixtureComponentData::FixtureComponentData() [1458]
                0.00    0.00      36/229273      b2Vec2::b2Vec2(float, float) [194]
-----------------------------------------------
                0.00    0.00      18/18          IOManager::update(float) [102]
[1459]   0.0    0.00    0.00      18         Message::changeDelay(float) [1459]
-----------------------------------------------
                0.00    0.00       1/18          Weapon::damage(b2Fixture*, int) [2675]
                0.00    0.00       2/18          Eventer::event(EventType, int, sf::Packet const&) [2085]
                0.00    0.00       3/18          Player::getWindowEvents(sf::RenderWindow&) [455]
                0.00    0.00      12/18          Overlay::toggleMenu(bool) [2240]
[1460]   0.0    0.00    0.00      18         IOManager::recieve(Message const&) [1460]
                0.00    0.00      18/18          std::vector<Message, std::allocator<Message> >::push_back(Message const&) [1494]
-----------------------------------------------
                0.00    0.00      18/18          std::enable_if<std::__and_<std::allocator_traits<std::allocator<Message> >::__destroy_helper<Message>::type>::value, void>::type std::allocator_traits<std::allocator<Message> >::_S_destroy<Message>(std::allocator<Message>&, Message*) [1486]
[1461]   0.0    0.00    0.00      18         void __gnu_cxx::new_allocator<Message>::destroy<Message>(Message*) [1461]
                0.00    0.00      18/63          Message::~Message() [1061]
-----------------------------------------------
                0.00    0.00      18/18          _ZNSt16allocator_traitsISaI7MessageEE12_S_constructIS0_IRKS0_EEENSt9enable_ifIXsrSt6__and_IINS2_18__construct_helperIT_IDpT0_EE4typeEEE5valueEvE4typeERS1_PS9_DpOSA_ [1487]
[1462]   0.0    0.00    0.00      18         _ZN9__gnu_cxx13new_allocatorI7MessageE9constructIS1_IRKS1_EEEvPT_DpOT0_ [1462]
                0.00    0.00      18/58          Message const& std::forward<Message const&>(std::remove_reference<Message const&>::type&) [1063]
                0.00    0.00      18/21643       operator new(unsigned int, void*) [269]
                0.00    0.00      18/49          Message::Message(Message const&) [1147]
-----------------------------------------------
                0.00    0.00       6/18          Eventer::add(std::vector<Courier, std::allocator<Courier> > const&) [977]
                0.00    0.00      12/18          Courier* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Courier const*, std::vector<Courier, std::allocator<Courier> > >, Courier*>(__gnu_cxx::__normal_iterator<Courier const*, std::vector<Courier, std::allocator<Courier> > >, __gnu_cxx::__normal_iterator<Courier const*, std::vector<Courier, std::allocator<Courier> > >, Courier*) [864]
[1463]   0.0    0.00    0.00      18         __gnu_cxx::__normal_iterator<Courier const*, std::vector<Courier, std::allocator<Courier> > >::operator++() [1463]
-----------------------------------------------
                0.00    0.00      18/18          std::vector<Message, std::allocator<Message> >::cbegin() const [1475]
[1464]   0.0    0.00    0.00      18         __gnu_cxx::__normal_iterator<Message const*, std::vector<Message, std::allocator<Message> > >::__normal_iterator(Message const* const&) [1464]
-----------------------------------------------
                0.00    0.00      18/18          IOManager::update(float) [102]
[1465]   0.0    0.00    0.00      18         __gnu_cxx::__normal_iterator<Message const*, std::vector<Message, std::allocator<Message> > >::__normal_iterator<Message*>(__gnu_cxx::__normal_iterator<Message*, __gnu_cxx::__enable_if<std::__are_same<Message*, Message*>::__value, std::vector<Message, std::allocator<Message> > >::__type> const&) [1465]
                0.00    0.00      18/90          __gnu_cxx::__normal_iterator<Message*, std::vector<Message, std::allocator<Message> > >::base() const [928]
-----------------------------------------------
                0.00    0.00      18/18          std::vector<Message, std::allocator<Message> >::erase(__gnu_cxx::__normal_iterator<Message const*, std::vector<Message, std::allocator<Message> > >) [1492]
[1466]   0.0    0.00    0.00      18         __gnu_cxx::__normal_iterator<Message const*, std::vector<Message, std::allocator<Message> > >::difference_type __gnu_cxx::operator-<Message const*, std::vector<Message, std::allocator<Message> > >(__gnu_cxx::__normal_iterator<Message const*, std::vector<Message, std::allocator<Message> > > const&, __gnu_cxx::__normal_iterator<Message const*, std::vector<Message, std::allocator<Message> > > const&) [1466]
                0.00    0.00      36/36          __gnu_cxx::__normal_iterator<Message const*, std::vector<Message, std::allocator<Message> > >::base() const [1204]
-----------------------------------------------
                0.00    0.00      18/18          std::vector<Message, std::allocator<Message> >::_M_erase(__gnu_cxx::__normal_iterator<Message*, std::vector<Message, std::allocator<Message> > >) [1493]
[1467]   0.0    0.00    0.00      18         bool __gnu_cxx::operator!=<Message*, std::vector<Message, std::allocator<Message> > >(__gnu_cxx::__normal_iterator<Message*, std::vector<Message, std::allocator<Message> > > const&, __gnu_cxx::__normal_iterator<Message*, std::vector<Message, std::allocator<Message> > > const&) [1467]
                0.00    0.00      36/90          __gnu_cxx::__normal_iterator<Message*, std::vector<Message, std::allocator<Message> > >::base() const [928]
-----------------------------------------------
                0.00    0.00       8/18          BlueprintLoader::loadIOComp(Json::Value const&, IOComponentData const&) [1855]
                0.00    0.00      10/18          BlueprintLoader::storeRoster(std::string const&) [105]
[1468]   0.0    0.00    0.00      18         Json::ValueConstIterator::operator->() const [1468]
-----------------------------------------------
                0.00    0.00       1/18          _fu23___ZSt4cout [5963]
                0.00    0.00      17/18          IOManager::f_send(Message const&) [103]
[1469]   0.0    0.00    0.00      18         Message::getCommand() const [1469]
-----------------------------------------------
                0.00    0.00      18/18          IOManager::f_send(Message const&) [103]
[1470]   0.0    0.00    0.00      18         Message::getTargetPosition() const [1470]
-----------------------------------------------
                0.00    0.00       1/18          _fu23___ZSt4cout [5963]
                0.00    0.00      17/18          IOManager::f_send(Message const&) [103]
[1471]   0.0    0.00    0.00      18         Message::getData() const [1471]
-----------------------------------------------
                0.00    0.00      18/18          IOManager::update(float) [102]
[1472]   0.0    0.00    0.00      18         Message::getDelay() const [1472]
-----------------------------------------------
                0.00    0.00       6/18          Eventer::add(std::vector<Courier, std::allocator<Courier> > const&) [977]
                0.00    0.00      12/18          Courier* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Courier const*, std::vector<Courier, std::allocator<Courier> > >, Courier*>(__gnu_cxx::__normal_iterator<Courier const*, std::vector<Courier, std::allocator<Courier> > >, __gnu_cxx::__normal_iterator<Courier const*, std::vector<Courier, std::allocator<Courier> > >, Courier*) [864]
[1473]   0.0    0.00    0.00      18         __gnu_cxx::__normal_iterator<Courier const*, std::vector<Courier, std::allocator<Courier> > >::operator*() const [1473]
-----------------------------------------------
                0.00    0.00      18/18          tgui::Callback& std::_Mu<std::reference_wrapper<tgui::Callback>, false, false>::operator()<std::reference_wrapper<tgui::Callback>, std::tuple<> >(std::reference_wrapper<tgui::Callback>&, std::tuple<>&) const volatile [1497]
[1474]   0.0    0.00    0.00      18         std::reference_wrapper<tgui::Callback>::get() const [1474]
-----------------------------------------------
                0.00    0.00      18/18          std::vector<Message, std::allocator<Message> >::erase(__gnu_cxx::__normal_iterator<Message const*, std::vector<Message, std::allocator<Message> > >) [1492]
[1475]   0.0    0.00    0.00      18         std::vector<Message, std::allocator<Message> >::cbegin() const [1475]
                0.00    0.00      18/18          __gnu_cxx::__normal_iterator<Message const*, std::vector<Message, std::allocator<Message> > >::__normal_iterator(Message const* const&) [1464]
-----------------------------------------------
                0.00    0.00      18/18          IOComponent::recieve(std::string const&, sf::Packet const&) [1457]
[1476]   0.0    0.00    0.00      18         std::function<void (std::string, sf::Packet)>::operator()(std::string, sf::Packet) const [1476]
                0.00    0.00      18/118         std::_Function_base::_M_empty() const [788]
                0.00    0.00      18/162         sf::Packet&& std::forward<sf::Packet>(std::remove_reference<sf::Packet>::type&) [671]
                0.00    0.00      18/565         sf::Packet::Packet(sf::Packet const&) [479]
                0.00    0.00      18/213         std::string&& std::forward<std::string>(std::remove_reference<std::string>::type&) [608]
                0.00    0.00       4/4           std::_Function_handler<void (std::string, sf::Packet), std::_Bind<std::_Mem_fn<void (Universe::*)(std::string, sf::Packet)> (Universe*, std::_Placeholder<1>, std::_Placeholder<2>)> >::_M_invoke(std::_Any_data const&, std::string, sf::Packet) [2327]
                0.00    0.00       4/4           std::_Function_handler<void (std::string, sf::Packet), std::_Bind<std::_Mem_fn<void (Player::*)(std::string, sf::Packet)> (Player*, std::_Placeholder<1>, std::_Placeholder<2>)> >::_M_invoke(std::_Any_data const&, std::string, sf::Packet) [2325]
                0.00    0.00       4/4           std::_Function_handler<void (std::string, sf::Packet), std::_Bind<std::_Mem_fn<void (leon::WidgetBase::*)(std::string, sf::Packet)> (leon::WidgetBase*, std::_Placeholder<1>, std::_Placeholder<2>)> >::_M_invoke(std::_Any_data const&, std::string, sf::Packet) [2328]
                0.00    0.00       4/4           std::_Function_handler<void (std::string, sf::Packet), std::_Bind<std::_Mem_fn<void (Overlay::*)(std::string, sf::Packet)> (Overlay*, std::_Placeholder<1>, std::_Placeholder<2>)> >::_M_invoke(std::_Any_data const&, std::string, sf::Packet) [2326]
                0.00    0.00       1/1           std::_Function_handler<void (std::string, sf::Packet), std::_Bind<std::_Mem_fn<void (Game::*)(std::string, sf::Packet)> (Game*, std::_Placeholder<1>, std::_Placeholder<2>)> >::_M_invoke(std::_Any_data const&, std::string, sf::Packet) [2736]
                0.00    0.00       1/1           std::_Function_handler<void (std::string, sf::Packet), std::_Bind<std::_Mem_fn<void (Module::*)(std::string, sf::Packet)> (Module*, std::_Placeholder<1>, std::_Placeholder<2>)> >::_M_invoke(std::_Any_data const&, std::string, sf::Packet) [2737]
-----------------------------------------------
                0.00    0.00      18/18          std::_Tuple_impl<1u, sf::Packet&&>::_M_head(std::_Tuple_impl<1u, sf::Packet&&>&) [1482]
[1477]   0.0    0.00    0.00      18         std::_Head_base<1u, sf::Packet&&, false>::_M_head(std::_Head_base<1u, sf::Packet&&, false>&) [1477]
-----------------------------------------------
                0.00    0.00      18/18          std::_Tuple_impl<1u, sf::Packet&&>::_Tuple_impl<sf::Packet<>, void>(sf::Packet<>&&, (void&&)...) [1483]
[1478]   0.0    0.00    0.00      18         std::_Head_base<1u, sf::Packet&&, false>::_Head_base<sf::Packet, void>(sf::Packet&&) [1478]
                0.00    0.00      18/162         sf::Packet&& std::forward<sf::Packet>(std::remove_reference<sf::Packet>::type&) [671]
-----------------------------------------------
                0.00    0.00      18/18          std::_Tuple_impl<1u, std::reference_wrapper<tgui::Callback> >::_M_head(std::_Tuple_impl<1u, std::reference_wrapper<tgui::Callback> >&) [1484]
[1479]   0.0    0.00    0.00      18         std::_Head_base<1u, std::reference_wrapper<tgui::Callback>, false>::_M_head(std::_Head_base<1u, std::reference_wrapper<tgui::Callback>, false>&) [1479]
-----------------------------------------------
                0.00    0.00      18/18          _ZSt12__get_helperILj0EOSsION2sf6PacketEEENSt9__add_refIT0_E4typeERSt11_Tuple_implIXT_EIS5_DpT1_EE [1498]
[1480]   0.0    0.00    0.00      18         std::_Tuple_impl<0u, std::string&&, sf::Packet&&>::_M_head(std::_Tuple_impl<0u, std::string&&, sf::Packet&&>&) [1480]
                0.00    0.00      18/38          std::_Head_base<0u, std::string&&, false>::_M_head(std::_Head_base<0u, std::string&&, false>&) [1195]
-----------------------------------------------
                0.00    0.00      18/18          std::tuple<std::string&&, sf::Packet&&>::tuple<std::string, sf::Packet, void>(std::string&&, sf::Packet&&) [1491]
[1481]   0.0    0.00    0.00      18         std::_Tuple_impl<0u, std::string&&, sf::Packet&&>::_Tuple_impl<std::string<sf::Packet>, void>(std::string<sf::Packet>&&, (void&&)...) [1481]
                0.00    0.00      18/162         sf::Packet&& std::forward<sf::Packet>(std::remove_reference<sf::Packet>::type&) [671]
                0.00    0.00      18/18          std::_Tuple_impl<1u, sf::Packet&&>::_Tuple_impl<sf::Packet<>, void>(sf::Packet<>&&, (void&&)...) [1483]
                0.00    0.00      18/213         std::string&& std::forward<std::string>(std::remove_reference<std::string>::type&) [608]
                0.00    0.00      18/38          std::_Head_base<0u, std::string&&, false>::_Head_base<std::string, void>(std::string&&) [1196]
-----------------------------------------------
                0.00    0.00      18/18          std::__add_ref<sf::Packet&&>::type std::__get_helper<1u, sf::Packet&&>(std::_Tuple_impl<1u, sf::Packet&&>&) [1499]
[1482]   0.0    0.00    0.00      18         std::_Tuple_impl<1u, sf::Packet&&>::_M_head(std::_Tuple_impl<1u, sf::Packet&&>&) [1482]
                0.00    0.00      18/18          std::_Head_base<1u, sf::Packet&&, false>::_M_head(std::_Head_base<1u, sf::Packet&&, false>&) [1477]
-----------------------------------------------
                0.00    0.00      18/18          std::_Tuple_impl<0u, std::string&&, sf::Packet&&>::_Tuple_impl<std::string<sf::Packet>, void>(std::string<sf::Packet>&&, (void&&)...) [1481]
[1483]   0.0    0.00    0.00      18         std::_Tuple_impl<1u, sf::Packet&&>::_Tuple_impl<sf::Packet<>, void>(sf::Packet<>&&, (void&&)...) [1483]
                0.00    0.00      18/278         std::_Tuple_impl<2u>::_Tuple_impl() [569]
                0.00    0.00      18/162         sf::Packet&& std::forward<sf::Packet>(std::remove_reference<sf::Packet>::type&) [671]
                0.00    0.00      18/18          std::_Head_base<1u, sf::Packet&&, false>::_Head_base<sf::Packet, void>(sf::Packet&&) [1478]
-----------------------------------------------
                0.00    0.00      18/18          std::__add_ref<std::reference_wrapper<tgui::Callback> >::type std::__get_helper<1u, std::reference_wrapper<tgui::Callback>>(std::_Tuple_impl<1u, std::reference_wrapper<tgui::Callback>>&) [1501]
[1484]   0.0    0.00    0.00      18         std::_Tuple_impl<1u, std::reference_wrapper<tgui::Callback> >::_M_head(std::_Tuple_impl<1u, std::reference_wrapper<tgui::Callback> >&) [1484]
                0.00    0.00      18/18          std::_Head_base<1u, std::reference_wrapper<tgui::Callback>, false>::_M_head(std::_Head_base<1u, std::reference_wrapper<tgui::Callback>, false>&) [1479]
-----------------------------------------------
                0.00    0.00      18/18          std::vector<Courier, std::allocator<Courier> >::_M_move_assign(std::vector<Courier, std::allocator<Courier> >&&, std::integral_constant<bool, true>) [1872]
[1485]   0.0    0.00    0.00      18         std::_Vector_base<Courier, std::allocator<Courier> >::_Vector_impl::_M_swap_data(std::_Vector_base<Courier, std::allocator<Courier> >::_Vector_impl&) [1485]
                0.00    0.00      54/54          void std::swap<Courier*>(Courier*&, Courier*&) [1129]
-----------------------------------------------
                0.00    0.00      18/18          void std::allocator_traits<std::allocator<Message> >::destroy<Message>(std::allocator<Message>&, Message*) [1488]
[1486]   0.0    0.00    0.00      18         std::enable_if<std::__and_<std::allocator_traits<std::allocator<Message> >::__destroy_helper<Message>::type>::value, void>::type std::allocator_traits<std::allocator<Message> >::_S_destroy<Message>(std::allocator<Message>&, Message*) [1486]
                0.00    0.00      18/18          void __gnu_cxx::new_allocator<Message>::destroy<Message>(Message*) [1461]
-----------------------------------------------
                0.00    0.00      18/18          _ZNSt16allocator_traitsISaI7MessageEE9constructIS0_IRKS0_EEEDTcl12_S_constructfp_fp0_spcl7forwardIT0_Efp1_EEERS1_PT_DpOS6_ [1489]
[1487]   0.0    0.00    0.00      18         _ZNSt16allocator_traitsISaI7MessageEE12_S_constructIS0_IRKS0_EEENSt9enable_ifIXsrSt6__and_IINS2_18__construct_helperIT_IDpT0_EE4typeEEE5valueEvE4typeERS1_PS9_DpOSA_ [1487]
                0.00    0.00      18/58          Message const& std::forward<Message const&>(std::remove_reference<Message const&>::type&) [1063]
                0.00    0.00      18/18          _ZN9__gnu_cxx13new_allocatorI7MessageE9constructIS1_IRKS1_EEEvPT_DpOT0_ [1462]
-----------------------------------------------
                0.00    0.00      18/18          std::vector<Message, std::allocator<Message> >::_M_erase(__gnu_cxx::__normal_iterator<Message*, std::vector<Message, std::allocator<Message> > >) [1493]
[1488]   0.0    0.00    0.00      18         void std::allocator_traits<std::allocator<Message> >::destroy<Message>(std::allocator<Message>&, Message*) [1488]
                0.00    0.00      18/18          std::enable_if<std::__and_<std::allocator_traits<std::allocator<Message> >::__destroy_helper<Message>::type>::value, void>::type std::allocator_traits<std::allocator<Message> >::_S_destroy<Message>(std::allocator<Message>&, Message*) [1486]
-----------------------------------------------
                0.00    0.00       4/18          void std::vector<Message, std::allocator<Message> >::_M_emplace_back_aux<Message const&>(Message const&) [2358]
                0.00    0.00      14/18          std::vector<Message, std::allocator<Message> >::push_back(Message const&) [1494]
[1489]   0.0    0.00    0.00      18         _ZNSt16allocator_traitsISaI7MessageEE9constructIS0_IRKS0_EEEDTcl12_S_constructfp_fp0_spcl7forwardIT0_Efp1_EEERS1_PT_DpOS6_ [1489]
                0.00    0.00      18/58          Message const& std::forward<Message const&>(std::remove_reference<Message const&>::type&) [1063]
                0.00    0.00      18/18          _ZNSt16allocator_traitsISaI7MessageEE12_S_constructIS0_IRKS0_EEENSt9enable_ifIXsrSt6__and_IINS2_18__construct_helperIT_IDpT0_EE4typeEEE5valueEvE4typeERS1_PS9_DpOSA_ [1487]
-----------------------------------------------
                0.00    0.00       6/18          std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<ChunkData const> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<ChunkData const> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<ChunkData const> > > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::string const, std::tr1::shared_ptr<ChunkData const> > > const*, std::_Rb_tree_node<std::pair<std::string const, std::tr1::shared_ptr<ChunkData const> > > const*, std::string const&) const [158]
                0.00    0.00      12/18          std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<ChunkData const> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<ChunkData const> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<ChunkData const> > > >::end() const [1738]
[1490]   0.0    0.00    0.00      18         std::_Rb_tree_const_iterator<std::pair<std::string const, std::tr1::shared_ptr<ChunkData const> > >::_Rb_tree_const_iterator(std::_Rb_tree_node<std::pair<std::string const, std::tr1::shared_ptr<ChunkData const> > > const*) [1490]
-----------------------------------------------
                0.00    0.00      18/18          std::tuple<std::string&&, sf::Packet&&> std::forward_as_tuple<std::string, sf::Packet>(std::string&&, sf::Packet&&) [1504]
[1491]   0.0    0.00    0.00      18         std::tuple<std::string&&, sf::Packet&&>::tuple<std::string, sf::Packet, void>(std::string&&, sf::Packet&&) [1491]
                0.00    0.00      18/162         sf::Packet&& std::forward<sf::Packet>(std::remove_reference<sf::Packet>::type&) [671]
                0.00    0.00      18/213         std::string&& std::forward<std::string>(std::remove_reference<std::string>::type&) [608]
                0.00    0.00      18/18          std::_Tuple_impl<0u, std::string&&, sf::Packet&&>::_Tuple_impl<std::string<sf::Packet>, void>(std::string<sf::Packet>&&, (void&&)...) [1481]
-----------------------------------------------
                0.00    0.00      18/18          IOManager::update(float) [102]
[1492]   0.0    0.00    0.00      18         std::vector<Message, std::allocator<Message> >::erase(__gnu_cxx::__normal_iterator<Message const*, std::vector<Message, std::allocator<Message> > >) [1492]
                0.00    0.00      18/18          std::vector<Message, std::allocator<Message> >::cbegin() const [1475]
